ID|JID|ETAPA|TIPO|TITULO|REFERENCIA|MIN|TAGS
J26E06|J26|6|ETAPA|Trabalhar, guardar, planejar|Provérbios 6:6-8|7|diligência;preguiça
J26E07|J26|7|ETAPA|Semear com alegria|2 Coríntios 9:6-11|7|generosidade;semeadura
J26E08|J26|8|ETAPA|Duas moedinhas|Marcos 12:41-44|7|oferta;sacrifício
J26E09|J26|9|LASTRO|Contentamento se aprende|Filipenses 4:10-13|3|contentamento;suficiência
J26E10|J26|10|ETAPA|A generosidade dos pobres|2 Coríntios 8:1-9|10|graça;partilha
J26E11|J26|11|CARTA DE BORDO|Meu dinheiro e minha fé|Ageu 1:3-9|10|prioridade;bolsa furada
J26E12|J26|12|MARCO|O que meu extrato revela|Lucas 16:10-13|15|revisão;fidelidade
J27E01|J27|1|ETAPA|O Espírito capacitou um artesão|Êxodo 31:1-6|7|ofício;vocação
J27E02|J27|2|ETAPA|Como para o Senhor|Colossenses 3:22-24|7|trabalho;serviço
J27E03|J27|3|FAROL|Nem toda obra é ministério; toda obra pode ser culto|1 Coríntios 7:17-24|10|vocação;chamado
J27E04|J27|4|ETAPA|Quando o trabalho é injusto|1 Pedro 2:18-20|7|injustiça;paciência
J27E05|J27|5|ETAPA|O suor e o espinho|Gênesis 3:17-19|7|trabalho;maldição
J27E06|J27|6|ETAPA|Trabalho, descanso e ritmo|Êxodo 20:8-11|7|sábado;limite
J27E07|J27|7|ETAPA|Ambição e serviço|Marcos 10:35-45|10|grandeza;servir
J27E08|J27|8|TEMPESTADE|Quando você odeia o que faz|Eclesiastes 2:17-26|7|frustração;dom de Deus
J27E09|J27|9|PASSO|Trabalhar em silêncio|2 Tessalonicenses 3:10-13|5|excelência;diligência
J27E10|J27|10|MARCO|Meu trabalho diante de Deus|Salmos 90:12-17|15|revisão;obra confirmada
J28E01|J28|1|ETAPA|Uma só carne|Gênesis 2:21-25|7|casamento;união
J28E02|J28|2|FAROL|O que o casamento representa|Efésios 5:22-33|15|mistério;Cristo e igreja
J28E03|J28|3|ETAPA|Amor não é só sentimento|1 Coríntios 13:1-8|10|amor;definição
J28E04|J28|4|ETAPA|Honrar em público e em casa|1 Pedro 3:1-9|10|honra;convivência
J28E05|J28|5|CALMARIA|O que a rotina desgasta|Cantares 2:10-15|3|afeto;raposinhas
J28E06|J28|6|ETAPA|Conversar de novo|Tiago 1:19-21|7|ouvir;ira
J28E07|J28|7|TEMPESTADE|Quando a confiança foi quebrada|Oséias 3:1-5|10|traição;amor obstinado
J28E08|J28|8|ETAPA|Reconstruir o que ruiu|Isaías 58:9-12|10|restauração;reparador
J28E09|J28|9|ETAPA|Perdão dentro de casa|Colossenses 3:18-21|7|família;perdão
J28E10|J28|10|ETAPA|Servir sem placar|Filipenses 2:1-8|10|humildade;interesse do outro
J28E11|J28|11|CARTA DE BORDO|O que eu posso mudar em mim|Mateus 7:1-5|10|trave;autocrítica
J28E12|J28|12|MARCO|Aonde fores, irei|Rute 1:14-18|15|aliança;compromisso
J29E01|J29|1|ETAPA|A casa que a sabedoria constrói|Provérbios 24:3-4|7|casa;sabedoria
J29E02|J29|2|ETAPA|Ensinar no caminho|Deuteronômio 6:20-25|7|transmissão;memória
J29E03|J29|3|ETAPA|Pais e filhos|Efésios 6:1-4|7|obediência;criação
J29E04|J29|4|ETAPA|Quando os filhos se afastam|Malaquias 4:5-6|7|corações;restauração
J29E05|J29|5|ETAPA|Honrar quando é difícil|Êxodo 20:12|7|honra;pais
J29E06|J29|6|ETAPA|A casa dividida por causa dele|Mateus 10:34-39|10|conflito familiar;lealdade
J29E07|J29|7|ETAPA|Eu e a minha casa|Josué 24:14-18|7|escolha;liderança
J29E08|J29|8|ETAPA|Cooperadores da verdade|3 João 1:5-8|7|acolhida;amor fraternal
J29E09|J29|9|PASSO|Uma conversa que precisa acontecer|Provérbios 15:1-4|5|palavras;resposta branda
J29E10|J29|10|MARCO|O que se respira aqui dentro|Salmos 127:3-5|15|revisão;edificar
J30E01|J30|1|ETAPA|Vá primeiro|Mateus 5:23-26|7|iniciativa;reconciliação
J30E02|J30|2|ETAPA|Quanto depender de você|Romanos 12:17-18|7|paz;limite
J30E03|J30|3|FAROL|Confrontar com amor|Mateus 18:15-20|10|repreensão;processo
J30E04|J30|4|ETAPA|Abraão cede a escolha|Gênesis 13:5-12|7|conflito;generosidade
J30E05|J30|5|ETAPA|Paulo e Barnabé se separaram|Atos 15:36-41|10|desacordo;honestidade
J30E06|J30|6|ETAPA|"Pedir perdão sem ""mas"""|Provérbios 28:13|7|confissão;misericórdia
J30E07|J30|7|ETAPA|Quando a outra pessoa não quer|Romanos 14:17-19|7|paz;edificação
J30E08|J30|8|PASSO|A primeira frase|Provérbios 25:11-15|5|palavra a tempo;brandura
J31E01|J31|1|ETAPA|Não cobiçarás|Êxodo 20:17|7|cobiça;mandamento
J31E02|J31|2|ETAPA|Cada um leve a sua carga|Gálatas 6:3-5|7|comparação;responsabilidade
J31E03|J31|3|ETAPA|Caim e o rosto abatido|Gênesis 4:3-9|10|inveja;ira;domínio
J31E04|J31|4|ETAPA|Saul e as dez mil|1 Samuel 18:6-12|7|inveja;poder
J31E05|J31|5|FAROL|O pecado que se disfarça de virtude|Tiago 4:1-10|10|orgulho;humildade
J31E06|J31|6|ETAPA|E quanto a este?|João 21:20-23|7|comparação;chamado próprio
J31E07|J31|7|ETAPA|Alegrar-se com quem venceu|Romanos 12:15-16|7|empatia;humildade
J31E08|J31|8|LASTRO|Uma frase contra a comparação|Salmos 16:5-8|3|memorização;herança
J32E01|J32|1|ETAPA|Não nos cansemos de fazer o bem|Gálatas 6:9-10|7|perseverança;colheita
J32E02|J32|2|ETAPA|A disciplina que não é castigo|Hebreus 12:4-13|10|correção;filhos;treino
J32E03|J32|3|FAROL|Quem começou vai terminar|Filipenses 1:3-6|10|perseverança;obra de Deus
J32E04|J32|4|ETAPA|Braços cansados, mãos amparadas|Êxodo 17:8-13|7|apoio;comunidade;luta
J32E05|J32|5|ETAPA|Neemias e os que zombavam|Neemias 4:1-9|10|oposição;trabalho;oração
J32E06|J32|6|ETAPA|Quando o que você constrói parece menor|Ageu 2:1-9|7|desânimo;glória futura
J32E07|J32|7|TEMPESTADE|Cansado de ser cristão|Isaías 40:27-31|10|exaustão;renovação
J32E08|J32|8|ETAPA|Uma nuvem de testemunhas|Hebreus 11:32-40|10|fé;promessa não recebida
J32E09|J32|9|LASTRO|Combati o bom combate|2 Timóteo 4:6-8|3|fim da corrida;coroa
J32E10|J32|10|ETAPA|Fiel até o fim|Apocalipse 2:8-11|7|fidelidade;tribulação
J32E11|J32|11|RETORNO|Depois de uma longa pausa|Isaías 55:6-9|5|retomada;buscar
J32E12|J32|12|MARCO|O que me sustentou até aqui|1 Samuel 7:10-12|15|Ebenézer;memória
J33E01|J33|1|ETAPA|A toalha e a bacia|João 13:12-17|7|serviço;exemplo
J33E02|J33|2|ETAPA|Dorcas e as roupas que ela fez|Atos 9:36-42|7|obras;impacto discreto
J33E03|J33|3|ETAPA|A mim o fizestes|Mateus 25:31-40|10|serviço aos pequenos
J33E04|J33|4|FAROL|Dons para o corpo|Romanos 12:3-8|10|dons;medida da fé
J33E05|J33|5|ETAPA|Quando servir cansa|Êxodo 18:13-24|10|delegar;limite
J33E06|J33|6|ETAPA|Liberdade para servir|Gálatas 5:13-15|7|liberdade;amor
J33E07|J33|7|ETAPA|Servir quem não pode retribuir|Lucas 14:12-14|7|generosidade;recompensa
J33E08|J33|8|ETAPA|Os sete escolhidos|Atos 6:1-7|7|organização;serviço às mesas
J33E09|J33|9|PASSO|Um ato de serviço esta semana|Hebreus 13:1-3|5|hospitalidade;presos
J33E10|J33|10|MARCO|Onde eu sirvo|1 Pedro 4:7-11|15|mordomia;dons
J34E01|J34|1|ETAPA|Não deixemos de nos reunir|Hebreus 10:23-25|7|comunidade;estímulo
J34E02|J34|2|ETAPA|Um corpo, muitos membros|1 Coríntios 12:12-27|10|corpo;interdependência
J34E03|J34|3|FAROL|O que é a igreja|Atos 2:42-47|10|comunhão;práticas
J34E04|J34|4|TEMPESTADE|Quando a igreja te machuca|2 Coríntios 2:5-11|7|ferida;perdão;restauração
J34E05|J34|5|ETAPA|Suportar uns aos outros|Efésios 4:1-6|7|paciência;unidade
J34E06|J34|6|ETAPA|Ferro afia ferro|Provérbios 27:17|7|amizade;afiar
J34E07|J34|7|ETAPA|A igreja imperfeita de Corinto|1 Coríntios 1:10-17|10|divisão;partidos
J34E08|J34|8|ETAPA|Carregar o fardo do outro|Gálatas 6:1-2|7|restauração;mansidão
J34E09|J34|9|PASSO|Uma pessoa para conhecer melhor|Filemom 1:4-7|5|amizade;encorajamento
J34E10|J34|10|MARCO|Meu lugar no corpo|Efésios 4:11-16|15|edificação;maturidade
J35E01|J35|1|ETAPA|Sal e luz|Mateus 5:13-16|7|testemunho;visibilidade
J35E02|J35|2|ETAPA|Prontos para responder|1 Pedro 3:13-17|7|defesa da fé;mansidão
J35E03|J35|3|FAROL|Luz para as nações|Isaías 49:5-6|10|missão;alcance
J35E04|J35|4|ETAPA|A samaritana e a cidade|João 4:27-42|10|testemunho;colheita
J35E05|J35|5|ETAPA|Sereis minhas testemunhas|Atos 1:6-8|7|poder;alcance
J35E06|J35|6|ETAPA|Paulo diante da cidade dos ídolos|Atos 17:16-21|7|cultura;compaixão
J35E07|J35|7|ETAPA|Quando ninguém quer ouvir|Ezequiel 2:3-7|7|rejeição;fidelidade
J35E08|J35|8|ETAPA|Testemunho sem palavras|1 Pedro 2:11-12|7|conduta;boas obras
J35E09|J35|9|PASSO|Três nomes para orar|Colossenses 4:2-6|5|intercessão;oportunidade
J35E10|J35|10|MARCO|Minha vizinhança|Atos 8:26-35|15|oportunidade;explicar
J36E01|J36|1|ETAPA|Corra a justiça como um rio|Amós 5:21-24|10|culto vazio;justiça
J36E02|J36|2|ETAPA|O jejum que Deus escolhe|Isaías 58:1-8|10|jejum;compaixão prática
J36E03|J36|3|FAROL|Justiça e misericórdia não são opostas|Salmos 85:8-13|10|verdade;paz
J36E04|J36|4|ETAPA|As sobras que não são sobras|Levítico 19:9-18|7|imparcialidade;amor
J36E05|J36|5|ETAPA|O bom samaritano|Lucas 10:25-37|10|próximo;misericórdia
J36E06|J36|6|ETAPA|Não façam distinção|Tiago 2:1-9|7|acepção de pessoas
J36E07|J36|7|ETAPA|Nabote e a vinha|1 Reis 21:1-16|10|abuso de poder;cobiça
J36E08|J36|8|ETAPA|Quando você é a vítima|Salmos 37:1-11|10|indignação;confiança
J36E09|J36|9|PASSO|Uma injustiça ao meu alcance|Provérbios 31:8-9|5|voz;defesa
J36E10|J36|10|MARCO|O que eu tenho feito|Mateus 25:41-46|15|omissão;juízo
J37E01|J37|1|ETAPA|Dai graças em tudo|1 Tessalonicenses 5:16-18|7|gratidão;vontade de Deus
J37E02|J37|2|ETAPA|Nove seguiram em frente|Lucas 17:11-19|7|gratidão;esquecimento
J37E03|J37|3|ETAPA|Ricos em boas obras|1 Timóteo 6:17-19|7|riqueza;esperança
J37E04|J37|4|FAROL|Gratidão não é negação|Salmos 103:1-7|10|bendizer;benefícios
J37E05|J37|5|ETAPA|Lembra-te de todo o caminho|Deuteronômio 8:10-18|10|memória;orgulho
J37E06|J37|6|ETAPA|Murmurar é uma escolha|Números 11:1-9|10|murmuração;maná
J37E07|J37|7|ETAPA|Águas amargas|Êxodo 15:22-27|7|frustração;provisão
J37E08|J37|8|PORTO|Contentamento em qualquer situação|Hebreus 13:5-6|3|avareza;presença
J37E09|J37|9|CARTA DE BORDO|Cem coisas pequenas|Salmos 116:12-19|10|gratidão;registro
J37E10|J37|10|MARCO|O que aprendi a chamar de suficiente|Provérbios 30:7-9|15|suficiência;graça
J38E01|J38|1|ETAPA|Deus descansou|Gênesis 2:1-3|7|sábado;criação
J38E02|J38|2|FAROL|O sábado foi feito para o homem|Marcos 2:23-28|10|descanso;legalismo
J38E03|J38|3|CALMARIA|Vinde a um lugar deserto|Marcos 6:30-32|3|pausa;multidão
J38E04|J38|4|ETAPA|Em vão vos levantais de madrugada|Salmos 127:1-2|7|esforço;sono
J38E05|J38|5|ETAPA|A preguiça também descansa — e não é isso|Provérbios 24:30-34|7|preguiça;diferença
J38E06|J38|6|PORTO|Volta, minha alma, ao teu repouso|Salmos 116:5-9|3|descanso;livramento
J38E07|J38|7|ETAPA|Resta um repouso|Hebreus 4:9-11|10|repouso;esforço para entrar
J38E08|J38|8|MARCO|Meu ritmo real|Eclesiastes 4:4-8|15|inveja;trabalho sem fim
J39E01|J39|1|ETAPA|A esperança que não envergonha|Romanos 5:1-5|7|esperança;tribulação
J39E02|J39|2|ETAPA|Nossa cidadania está nos céus|Filipenses 3:17-21|7|cidadania;transformação
J39E03|J39|3|FAROL|O que acontece depois|1 Coríntios 15:35-49|15|corpo ressurreto;semente
J39E04|J39|4|ETAPA|Ele voltará|Atos 1:9-11|7|ascensão;volta
J39E05|J39|5|ETAPA|Vigiar sem se desesperar|Mateus 24:36-44|10|vigilância;incerteza
J39E06|J39|6|ETAPA|As dez virgens|Mateus 25:1-13|10|preparo;espera
J39E07|J39|7|TEMPESTADE|Medo da morte|Hebreus 2:14-15|7|morte;libertação
J39E08|J39|8|ETAPA|O último inimigo|1 Coríntios 15:50-58|10|vitória;trabalho não é vão
J39E09|J39|9|HORIZONTE|Novo céu e nova terra|Isaías 65:17-25|7|restauração;shalom
J39E10|J39|10|HORIZONTE|A cidade que desce|Apocalipse 21:9-14|7|nova Jerusalém
J39E11|J39|11|ETAPA|O rio e a árvore|Apocalipse 22:1-5|7|cura das nações;face
J39E12|J39|12|MARCO|Como eu olho para o futuro agora|2 Pedro 3:11-14|15|revisão;santidade
J40E01|J40|1|ETAPA|Criados para boas obras|Efésios 2:10|7|feitura;propósito
J40E02|J40|2|ETAPA|O fim de tudo o que se ouviu|Eclesiastes 12:9-14|10|sentido;temor de Deus
J40E03|J40|3|FAROL|Vocação não é uma voz secreta|1 Tessalonicenses 4:1-8|10|vontade de Deus;santificação
J40E04|J40|4|ETAPA|Para um tempo como este|Ester 4:10-16|10|coragem;providência
J40E05|J40|5|ETAPA|A cada um segundo a sua capacidade|Mateus 25:14-30|10|talentos;risco
J40E06|J40|6|ETAPA|Aplicar-se às boas obras|Tito 3:4-8|7|geração;legado
J40E07|J40|7|ETAPA|Quando o propósito parece pequeno|Juízes 6:11-16|10|insuficiência;chamado
J40E08|J40|8|ETAPA|Frutificar onde você está|Jeremias 29:4-7|7|exílio;bem da cidade
J40E09|J40|9|CARTA DE BORDO|O que só eu posso fazer|2 Timóteo 1:13-14|10|firmeza;trabalho
J40E10|J40|10|MARCO|Minha frase de propósito|Salmos 138:7-8|15|revisão;obra das mãos
J41E01|J41|1|ETAPA|Não vos lembreis das coisas passadas|Isaías 43:18-21|7|novidade;deserto
J41E02|J41|2|ETAPA|O rio que só abre quando o pé entra|Josué 3:9-17|10|travessia;fé
J41E03|J41|3|ETAPA|O deserto tem função|Deuteronômio 8:1-6|10|prova;humilhação
J41E04|J41|4|ETAPA|Saiu sem saber para onde|Hebreus 11:8-16|10|fé;peregrinação
J41E05|J41|5|TEMPESTADE|Quando tudo muda de uma vez|Rute 1:19-22|7|perda;amargura;retorno
J41E06|J41|6|ETAPA|Ele muda os tempos|Daniel 2:20-23|7|soberania;sabedoria
J41E07|J41|7|HORIZONTE|Eis que faço coisas novas|Isaías 42:5-9|7|novo;anúncio
J42E01|J42|1|ETAPA|Alimento sólido é para os adultos|Hebreus 5:13-14|7|maturidade;discernimento
J42E02|J42|2|FAROL|Os quatro movimentos, para sempre|Deuteronômio 30:11-14|10|meditação;método
J42E03|J42|3|ETAPA|Escolha o seu próximo livro|Salmos 119:97-104|7|Palavra;habitar
J42E04|J42|4|PASSO|Monte seu plano de leitura|Salmos 119:33-40|5|plano;ensino
J42E05|J42|5|ETAPA|Ore com as suas palavras|Judas 1:20-21|7|oração no Espírito;edificação
J42E06|J42|6|ETAPA|Encontre uma comunidade|Hebreus 3:12-14|7|exortação diária;firmeza
J42E07|J42|7|ETAPA|Ensine alguém|2 Timóteo 2:1-2|7|transmissão;discipulado
J42E08|J42|8|ETAPA|Se você se desgarrar outra vez|Salmos 119:176|7|desgarrar;buscar
J42E09|J42|9|CARTA DE BORDO|Minha regra de vida|1 Timóteo 4:11-16|10|prática;progresso
J42E10|J42|10|RETORNO|O porto está sempre aberto|Isaías 30:15-18|5|retorno;confiança
J42E11|J42|11|HORIZONTE|A âncora da alma|Hebreus 6:17-20|7|esperança;âncora;juramento
J42E12|J42|12|MARCO|A travessia continua|2 Pedro 3:17-18|15|crescer;graça
